英単語,意味,発音記号
oodles,"多量,多数,たくさん(の…)《+『of』+『名』》",ú:dlz
philander,"〈男が〉戯れに恋をする,恋をもてあそぶ",filæ’ndər
quieten,静かになる　‘を’静かにさせる,kwáiətn
sneaker,"《複数形で》《おもに米》ゴム底の運動靴,スニーカー / こすい人;こそどろ",sní:kər
sportswoman,女子運動(競技)家,spɔ’:rtswùmən
surfing,"波乗り,サーフィン",sə’:rfiŋ
typewrite,"…‘を’タイプライターで打つ / タイプを打つ,タイプする",táiprait
uppercase,大文字[活字] 大文字の(で印刷された),ʌ’pər-kéis
allergic,"アレルギー性の;(…に)アレルギーを起こす《+『to』+『名』》 / 《補語にのみ用いて》《話》(…に)神経過敏の,(…が)大きらいの《+『to』+『名』(do『ing)』》",ələ’:rʤik
artifact,"(天然物と区別して)人工物,加工品;(特に)古代人が使った道具(武器,装飾品)",ɑ’:rtəfæ`kt
boyfriend,"《話》男友だち(恋人),ボーイフレンド / 男友だち(恋人),ボーイフレンド",bɔ’ifrend
bract,(植物の)ほう(苞),bræ’kt
flannelette,綿ネル(フランネルのように表面がけば立っている),flæ`n(ə)lét
hydrolysis,加水分解,haidrɑ’ləsis
insolation,"日光にさらすこと,日光浴 / 日謝病",ìnsouléiʃən
lactate,乳を出す,læ’kteit
loincloth,"下帯,腰巻き,ふんどし",lɔ’inklɑ:θ
maraud,"〈人・動物が〉略奪して回る,襲撃する / 〈国・都市など〉‘を’略奪して回る",mərɔ’:d
ratiocinative,"推論的な,推理の / 理屈っぽい",
reactor,反応装置 / = nuclear reactor,riæ’ktər
seismograph,地震計,sáizməgræ`f
simultaneousness,"同時性,同時に存在する(起こる)こと",sàim(ə)ltéinjəsnəs
taximeter,タクシーの料金メーター,tæ’ksimì:tər
typescript,〈C〉タイプライターで打った原稿 / 〈U〉タイプライター印刷物,táipskrìpt
validate,…‘を’法的に有効とする / …‘を’正当であると証明する,væ’lədèit
viability,"生活力,生育力",vàiəbíləti
waistline,"胴回り[線] / ウエストライン,腰線(婦人服で胴部とスカートの接合線)",wéis(t)lain
welsher,かけ金を踏み倒す人 / 義務を回避する人,welʃər
yip,〈小犬などが〉キャンキャンほえる / キャンキャンほえる声[擬声語],jíp
backboard,物の背に取り付ける板 / (バスケットで)バックボード,bæ’kbɔ:rd
blackcap,黒帽(もと死刑宣告時に裁判官が着用した),blæ’kkæp
bourbon,バーボンウイスキー(米国産のトウモロコシ・ライ麦製),búərbən
bumboat,《まれ》物売り船(停泊中の船に野菜などを売って回り小船),bʌ’mbout
conk,〈人〉‘の’頭をゴツンとやる / 鼻,kɑ’ŋk
cremate,〈死体〉’を’火葬にする,krí:meit
defloration,花の散らすこと;美(新鮮さ)を奪うこと / 処女を奪うこと,dèfləréiʃən
kneecap,(また『patella』)ひざがしらの骨 / ひざ当て / 〈人〉‘の’ひざがしらを撃つ,ní:kæp
laryngitis,喉頭(こうとう)炎,læ`rinʤáitis
lunchtime,昼食時間,lʌ’n(t)ʃtaim
malfunction,"(器官・機械などの)機能不全,不調 / 〈器官,機械などが〉機能不全である",mæ`lfʌ’ŋ(k)ʃ(ə)n
oregano,オリガノ(香辛料をとる植物),ərégənòu
phonic,"音の,音声の",fɑ’nik
plutonium,プルトニウム(放射性元素;化学記号はPu),plu:tóuniəm
prolate,(球体が)長形の,próuleit
rehash,〈古い材料〉‘を’焼き直す / 焼き直し,−`−’
sandbox,砂箱(中に入って遊べる比較的広い砂場),sæ’ndbɑ:ks
sexy,"性に関する;セクシーな,性的魅力のある",séksi
sophomoric,"(高校・大学の)2年生の / 気取っているが未熟な,生意気な",sɑ`fəmɔ’:rik
tonsil,扁桃腺(へんとうせん),tɑ’nsil
turgidity,"はれ,ふくれ / (文体などの)誇張",tə:rʤídəti
abscissa,横座標,æbsísə
aftertaste,"(口に残る)あと口,あと味 / (特に不快な経験・でき事などの)あと味",ɑ’:ftəteist
airfield,"《米》小飛行場(《英》aerodrome) / (整備設備のない)飛行場,滑走路",érfi:ld
allegretto,"(音楽の演奏の指示で)やや急速に(な) / アレグレット,やや急速な調子の楽章",æ`ləgrétou
edgy,(…で)(人が)いらいらした《+『with』(『about』)+『名』》 / しきりに(…)したがって《+『to』 do》,éʤi
electrocute,…‘を’電気死刑に処する;感電死させる,iléktrəkjù:t
escalator,『エスカレーター』[もと商標名],éskəlèitər
excoriate,"…‘から’皮をはぐ,‘の’皮膚をすりむく / 〈書物・芝居など〉‘を’ひどく悪く言う",ikskɔ’:rièit
fibroid,"(腫瘍などが)線維から成る,線維状の",fáibrɔid
hailstone,"あられ,ひょう",héilstoun
hogwash,"(豚のえさにする)残飯,台所くず / 《米》くだらない話(作品)",hɑ’:gwɑ:ʃ
larcenous,窃盗(せっとう)の,lɑ’:rsənəs
latrine,便つぼ(戦地・野営地などで便所用に掘った穴・みぞ),lətrí:n
miffed,むっとして,míft
mismatch,…‘を’まずく(不釣り合いに)組み合わせる / まずい(不釣り合いな)組み合わせ,mismæ’ʧ
nihilistic,"虚無的な,虚無主義の,ニヒルな",náihilist-àisí:
paleontologist,古生物学者,pæ`liɑntɑ’ləʤist
petunia,ツクバネアザガオ(いろいろな色の花をつける),pit(j)ú:njə
pretzel,プレッツェル(ねじり巻きにしたひもを結んだ形にして焼いた塩のきいたビスケット;ビールのつまみにする),prétsəl
puffball,ホコリタケ(球形のキノコの一種),pʌ’f-bɔ’:l
quadruplicate,…‘を’4倍にする;〈文書など〉‘を’4通作る / (文書などの)4通作成[の1通] / 4倍の;4通作成した,kwɑdrú:plikət
scuff,"〈物〉‘の’表面をこすって傷つける《+『up』+『名』,+『名』+『up』》 / 足を引きずって歩く / 表面がこすれて傷つく(いたむ)《+『up』》 / 足を引きずって歩くこと / こすり傷",skʌ’f
sideshow,"(サーカスなどの)小さな出し物,余興",sáidʃou
thank-you,"感謝の,感謝を表す / 感謝の行為,お礼",
winkle,"タマキビガイ(海水産の食用の巻き貝) / (ピンなどで)…‘を’引っぱり出す《+out+名,+名+out》 / (…から)〈情報・人など〉‘を’引き出す《+名+out of+名》",wíŋkl
acupuncture,"(特に中国の)針療法,鍼(しん)術",æ’kjupʌ`ŋkʧər
chaotically,"混とんとして,無秩序に",keiɑ’tik(ə)li
conformist,《しばしば軽べつして》慣習に従う人 / 《C-》英国国教従,kənfɔ’:rmist
hardheaded,"(特に商売で)抜けめのない,現実的な",hɑ`:rdhédid
incremental,増加の,ìnkrəmént(ə)l
lek,レク(アルバニアの貨幣単位),lék
pacifier,"調停者,仲裁者 / 《米》(乳児用の)ゴム製乳首(《英》dummy)",pæ’səfàiər
pediatrics,《単数扱い》小児科学,pì:diæ’triks
rectifier,修正する人;調整器 / (電気)の整流器,réktəfàiər
risotto,リゾット(チーズ・玉ネギ・鶏肉などを使ったイタリア風たき込みご飯),risɔ’:tou
snoopy,"こそこそのぞきまわる,せんさく好きの",snú:pi
sonar,音波水中探知機[sound navigation ranging の頭字語],sóunɑ:r
taxonomy,分類学;分類法,tæksɑ’nəmi
undermentioned,"下記の,後述の",ʌ`ndərmén(t)ʃ(ə)nd
xebec,"3本マストの小型帆船(昔,地中海で海賊が使用した)",zí:bek
activation,活動化 / (物質の)活性化(化学反応を起こしやすくすること),æ`ktivéiʃ(ə)n
alienable,(法律上所有権を)譲渡できる,éiljənəbl
antipope,対立教皇(教会法に基づいて選挙された教皇に対立して教皇であると主張する人),æ’ntipòup
beige,ベージュ色(淡いとび色・黄色味を帯びた薄い茶色);ベージュ色の毛織物 / ベージュ色の,béiʒ
bellwether,鈴つき羊(首に鈴をつけて群れを先導する雄羊) / 先導する人(物),bélwèðər
climatology,気候学,klàimətɑ’ləʤi
cowbird,ムクドリ(モドキ科の鳥;米国産),káu-bə’:rd
geodesy,測地学,ʤi:ɑ’dəsi
hassle,"激論 / 苦心,苦闘 / (…と)議論する《+『with』+『名』》 /面倒な［厄介な・困難な・煩わしい・困った・イライラさせられる］こと［問題］、骨の折れる仕事、悩ませるもの/けんか、混乱、騒ぎ、小競り合い、いざこざ、激論、口論/口論する、激論する、いざこざを起こす/～をうるさがらせる、悩ます、イライラさせる",hæ’sl
hermaphroditic,"両性具有の,雌雄同体の",hə:rmæ`frədítik
hoity-toity,"ごう慢な,高慢ちきな",
hooter,"(工場などの)サイレン,(車の)警笛 / 《英俗》鼻",hú:tər
implosion,内部への破裂;(破裂子音の)内破,implóuʒən
lifeguard,"(海水浴場などの)看視人,見張り人",láifgɑ:rd
mastermind,"(計画などの)立案者,指導者",mɑ’:stəmaind
misinform,(…を)〈人〉‘に’間違えて伝える(教える)《+『名』〈人〉+『about』(『of』)+『名』》,mìsinfɔ’:rm
ordinariness,"普通,平凡なこと",ɔ’:d(ə)n(ə)rinəs
overcrowd,"(人,物を)…に詰め込み過ぎる《+名+with+名》",òuvəkráud
phonics,音声学的教授方法,fɑ’niks
plywood,合板,pláiwud
proponent,"(…の)提案者,主唱者《+『of』+『名』》 / (…の)弁護者,支持者《+『of』+『名』》",prəpóunənt
protozoan,原生動物 / 原生動物の,pròutəzóuən
racist,民族主義者;人種差別主義者 / 民族主義の;人種差別主義の,réisist
regionalism,地域的特質 / 地方主義 / 方言,rí:ʤnəlìzm
tata,"ばいばい,あばよ",tɑ’tə
topiary,(樹木が)装飾的に刈り込まれた,tóupièri
weaponry,"《集合的に》武器,兵器類 / 兵器開発(製造)",wépənri
wrasse,ベラ(海水魚の一種),ræ’s
yttrium,イットリウム(希土類元素;化学記号は Y),ítriəm
anthropophagy,(人間が)人肉を食べること;人食いの風習(cannibalism),æ`nθrəpɑ’fəʤi
antinomian,道徳津超越(廃棄)論者(キリスト教徒は福音書の中の神の恩寵によって道徳津に束縛されないと主張する人),æ`ntinóumiən
antipodean,"地球の正反対側の,対蹠的位置の / 地球上の正反対の地点",æntìpədí:ən
barleycorn,江麦の粒,bɑ’:rlikɔ`:rn
bask,"(日光で)暖まる《+『in』+『名』》 / (愛情・恩恵などに)浴する,恵まれる《+『in』+『名』》",bæ’sk
bunion,腱膜瘤(足の親指の内側にできるはれ物),bʌ’njən
catch-as-catch-can,どんな機会も利用する,
condom,コンドーム(ゴム製の避妊具・性病予防具),kɑ’ndəm
countable,数えられる / 数えられるもの / 可算名詞,káuntəbl
ecological,生態学の,èkəlɑ’ʤikəl
fundamentalist,根本主義者 / 根本主義の,fʌ`ndəmént(ə)list
infestation,"(害虫・賊・病気などの)横行,はびこり",ìnfestéiʃən
lily-livered,おく病な,
narthex,拝廊(教会の正面入口から本堂の至る広間になっている廊下),nɑ’:rθeks
scooter,スクーター(足板に片足を載せて走る前後2輪の子供用のハンドル付き車) / モータースクーター(=motor scooter),skú:tər
seabird,海鳥(カモメ・ウミスズメなど),sí:bə:rd
sodomite,男色家;獣姦(じゅうかん)者,sɑ’dəmàit
taproot,"(植物の)直根,主根",tæ’p-rú:t
timeserver,日より見主義者,táimsə`:vər
turntable,転車台(機関車などを載せてその向きを変えるための回転台) / (レコードプレーヤーの) 回転盤,tə’:rntèibl
viral,ウィルスの;ウィルスが原因の,vái(ə)rəl
worrisome,"悩みの種となる,やっかいな / くよくよする,苦労性の",wə’:risəm
beautification,"美化,装飾,盛装(粧)",bjù:təfikéiʃən
cilium,『cilia』の単数形,síliəm
congruence,"一致,適合,調和 / (数学で,図形などの)合同",kɑ’ŋgruəns
crematory,"火葬場,火葬炉",krí:mətɔ`:ri
dermatitis,皮膚炎,də`:rmətáitis
directional,"方向上の,方向を示す / (無線の電波が)指向性の",dirékʃənl
flutist,フルート奏者,flú:tist
gecko,ヤモリ(ヤモリ科の爬虫類),gékou
gherkin,(酢づけにする)小キュウリ,gə’:rkin
glaucoma,"あおそこひ,緑内障(視力が減退する眼病)",glɔ:kóumə
hemoglobin,"ヘモグロビン,血色素",hì:məglóubin
heuristic,"(教育方法が)自分で発見させる,経験による / 発明(発見)に役立つ",hju(ə)rístik
jackpot,"(ポーカーの)積み立て賭金 / (クイズなどで正解者が出るまでの)積み立て賞金;特賞,大当たり",ʤæ’kpɑ:t
jihad,(イスラム教を守るための)聖戦 / (思想や主義のための)運動,ʤihɑ’:d
mansuetude,"温厚,温和",mæ’nswit(j)ù:d
megrim,偏頭痛,mí:grim
menstruate,月経がある,ménstruèit
metro,地下鉄,métrou
orientalist,"東洋学者,東洋に通じた人",ɔ`:riént(ə)list
ossify,"…‘を’骨化させる / (骨のように)…‘を’硬化させる / 骨化する / (人・考え方が)がん固になる,融通がきかなくなる",ɑ’səfài
panties,(婦人・子供用の)パンティー,pæ’ntiz
rhombus,ひし形 / 斜方六面体,rɑ’mbəs
ribbing,《集合的に》肋骨(ろっこつ);(建物の)骨組;(畑の)うね / うね織り模様,ríbiŋ
scree,(山腹の)じゃり石;(急斜面にかたまった)石くず(人が踏むと崩れ落ちる),skrí:
semantics,意味論(言語の意味に関する学問),simæ’ntiks
shimmy,《米》シミー(上半身を震よせて踊る1920年代のジャズダンス) / (自動車などの)異常な震動 / (シミーを踊るときのように)体を震わせる,ʃími
snuck,sneakの過去・過去分詞,snʌ’k
stakeholder,(勝負がつくまで)賭(かけ)金を預かる人 / 管財人,stéikhòuldər
transmutable,変質(変形)できる,træn(t)smjú:təbl
videotape,ビデオテープ(テレビの録音と録画をする電磁気テープ) / 〈テレビの映像〉‘を’録画する,vídiouteip
acclimate,《米》〈人・生物〉’を’新しい環境(風土)に慣れさせる《+『名』+『to』+『名』(do『ing』)》,æ’kləmèit
acne,にきび(pimple),æ’kni
asepsis,無菌状態,əsépsis
bigwig,"《軽べつして》実力者,お偉方",bígwig
bong,(つり鐘などの)ゴーン[という音] / 〈つり鐘などが〉ゴーンを鳴る,báŋ
catalysis,"(化学反応の)触媒現象,触媒作用",kətæ’ləsis
chamfer,〈板〉‘の’かどをそぐ;〈板〉‘に’みぞをつける / (板・角材の)そがれたかど;板につけたみぞ,ʧæ’mfər
clothespin,洗濯ばさみ(《英》clothes peg),klóu(ð)zpin
cummerbund,カマーバンド(タキシードの下に着用する幅広の腰帯),kʌ’mərbʌ`nd
frag,"(手投げ弾で)〈気にくわぬ上官〉‘を’粉々にしてやる,襲う",fræ’g
hanky-panky,ちょろまかし,
harquebus,火縄銃,hɑ’:rkwəbəs
hopscotch,石けり遊び,hɑ’pskɑ`ʧ
immigrate,"(外国から…へ)移住する,入植する《+『to』(『into』)+『名』+『from』+『名』》",íməgrèit
jiggle,"…‘を’前後(上下,左右)にすばやく動かす / 前後(上下,左右)にすばやく動く / 前後(上下,左右)のすばやい動き",ʤígl
